"id","name","price","description","color","size","stock","promo","fidelityPoint","createAt","updateAt","id_category","id_user"
"151","Wine - Pinot Noir Stoneleigh","23.02","Aenean lectus. Pellentesque eget nunc. Donec quis ","Indigo","2XL","81","1922031437","37","2021-10-01 00:00:00","2021-07-30 00:00:00","20","55"
"152","Beans - Black Bean, Dry","23.77","Proin leo odio, porttitor id, consequat in, conseq","Puce","3XL","6","1681482665","42","2020-05-12 00:00:00","2020-06-03 00:00:00","154","42"
"153","Wine - Pinot Noir Mondavi Coastal","43.74","Proin interdum mauris non ligula pellentesque ultr","Goldenrod","XL","78","3513672705","40","2021-03-10 00:00:00","2020-11-28 00:00:00","137","24"
"154","Appetizer - Southwestern","53.36","In hac habitasse platea dictumst. Morbi vestibulum","Fuscia","S","99","0011575484","32","2020-11-28 00:00:00","2020-06-19 00:00:00","125","60"
"155","Energy Drink","58.82","Nullam sit amet turpis elementum ligula vehicula c","Yellow","3XL","25","5336985341","18","2021-02-01 00:00:00","2020-06-05 00:00:00","36","16"
"156","Mustard - Pommery","40.04","Cras non velit nec nisi vulputate nonummy. Maecena","Indigo","2XL","71","6691903870","43","2020-02-22 00:00:00","2021-12-27 00:00:00","59","85"
"157","Squash - Butternut","18.01","Integer tincidunt ante vel ipsum. Praesent blandit","Violet","L","87","1116291282","43","2020-10-31 00:00:00","2020-11-11 00:00:00","5","48"
"158","Salt - Celery","40.25","Vestibulum quam sapien, varius ut, blandit non, in","Fuscia","2XL","74","9855935098","6","2020-06-02 00:00:00","2021-08-20 00:00:00","6","68"
"159","Shrimp - 150 - 250","78.34","Sed ante. Vivamus tortor. Duis mattis egestas metu","Yellow","XL","45","8380514157","17","2020-07-20 00:00:00","2021-07-18 00:00:00","58","88"
"160","Cookies - Amaretto","32.67","Proin interdum mauris non ligula pellentesque ultr","Maroon","2XL","48","2239224746","41","2021-03-19 00:00:00","2020-11-18 00:00:00","49","53"
"161","Radish","98.10","In congue. Etiam justo. Etiam pretium iaculis just","Teal","M","35","6064816104","50","2021-08-06 00:00:00","2021-10-01 00:00:00","131","4"
"162","Foil - Round Foil","19.93","In hac habitasse platea dictumst. Morbi vestibulum","Mauv","XL","43","3651459268","30","2020-03-23 00:00:00","2021-12-23 00:00:00","1","41"
"163","Temperature Recording Station","95.72","Cras non velit nec nisi vulputate nonummy. Maecena","Fuscia","S","18","0101687435","16","2021-07-09 00:00:00","2021-05-09 00:00:00","27","40"
"164","Cardamon Seed / Pod","33.54","Cum sociis natoque penatibus et magnis dis parturi","Indigo","3XL","11","0222135247","37","2021-10-30 00:00:00","2022-01-04 00:00:00","15","72"
"165","Beer - Upper Canada Lager","38.78","Duis consequat dui nec nisi volutpat eleifend. Don","Mauv","M","66","4328475053","36","2021-01-12 00:00:00","2020-07-27 00:00:00","13","96"
"166","Cheese - Brick With Pepper","47.46","Duis aliquam convallis nunc. Proin at turpis a ped","Orange","XL","55","3106567392","44","2020-12-19 00:00:00","2021-12-03 00:00:00","38","73"
"167","Mayonnaise - Individual Pkg","10.91","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Orange","M","36","2310709972","37","2020-08-26 00:00:00","2020-11-12 00:00:00","125","11"
"168","Nantucket - 518ml","41.60","Nullam sit amet turpis elementum ligula vehicula c","Pink","2XL","28","3900648514","48","2021-10-06 00:00:00","2021-03-23 00:00:00","139","64"
"169","Horseradish Root","25.30","Cras mi pede, malesuada in, imperdiet et, commodo ","Goldenrod","M","34","1048231976","24","2021-10-06 00:00:00","2021-01-24 00:00:00","48","50"
"170","Chicken - Breast, 5 - 7 Oz","94.67","Nulla ut erat id mauris vulputate elementum. Nulla","Pink","XL","96","7968117224","36","2020-05-18 00:00:00","2021-03-15 00:00:00","10","40"
"171","Bread Sour Rolls","3.10","Integer tincidunt ante vel ipsum. Praesent blandit","Orange","2XL","23","4720735711","15","2020-09-17 00:00:00","2022-01-12 00:00:00","31","15"
"172","Muffin - Banana Nut Individual","64.38","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Purple","XS","11","8869341437","14","2020-06-10 00:00:00","2021-05-20 00:00:00","130","15"
"173","Garbag Bags - Black","36.32","Duis bibendum, felis sed interdum venenatis, turpi","Yellow","XL","75","4584759588","17","2020-12-05 00:00:00","2020-12-07 00:00:00","156","95"
"174","Nut - Chestnuts, Whole","29.79","Curabitur in libero ut massa volutpat convallis. M","Teal","XS","43","3148889835","16","2021-02-21 00:00:00","2021-09-14 00:00:00","47","99"
"175","Lobster - Canned Premium","73.30","Maecenas ut massa quis augue luctus tincidunt. Nul","Fuscia","XL","21","4645376268","39","2021-02-26 00:00:00","2021-11-18 00:00:00","155","50"
"176","Yogurt - French Vanilla","16.50","Donec diam neque, vestibulum eget, vulputate ut, u","Indigo","XS","14","3126601693","14","2021-03-31 00:00:00","2021-12-30 00:00:00","45","74"
"177","Bag Stand","73.32","Nullam porttitor lacus at turpis. Donec posuere me","Violet","XS","35","2523068818","31","2021-05-01 00:00:00","2021-07-23 00:00:00","47","61"
"178","Veal - Tenderloin, Untrimmed","79.13","Sed sagittis. Nam congue, risus semper porta volut","Crimson","3XL","79","2008471926","44","2020-09-30 00:00:00","2021-05-07 00:00:00","27","58"
"179","Wine - Bourgogne 2002, La","59.98","In congue. Etiam justo. Etiam pretium iaculis just","Mauv","XL","47","5686041385","49","2020-01-21 00:00:00","2021-04-26 00:00:00","9","71"
"180","Bread - White, Unsliced","57.68","Maecenas ut massa quis augue luctus tincidunt. Nul","Teal","S","71","0178595322","43","2020-04-30 00:00:00","2021-02-11 00:00:00","4","98"
"181","Pepper - Chipotle, Canned","48.36","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Blue","2XL","23","7692430942","44","2020-02-15 00:00:00","2020-04-11 00:00:00","138","20"
"182","Wine - Piper Heidsieck Brut","102.76","Cum sociis natoque penatibus et magnis dis parturi","Turquoise","2XL","74","0848351630","15","2021-08-23 00:00:00","2020-10-30 00:00:00","59","81"
"183","Crush - Cream Soda","75.92","Aenean lectus. Pellentesque eget nunc. Donec quis ","Blue","S","69","2892968224","27","2021-10-07 00:00:00","2021-08-06 00:00:00","31","37"
"184","Peas Snow","80.96","In hac habitasse platea dictumst. Morbi vestibulum","Purple","XS","46","4891106328","29","2020-02-20 00:00:00","2021-07-13 00:00:00","9","28"
"185","Sauce - Soya, Dark","8.63","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Goldenrod","L","11","4972421908","46","2020-11-14 00:00:00","2021-04-25 00:00:00","130","46"
"186","Wine - Ice Wine","99.61","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Green","XL","56","0252420357","43","2020-11-27 00:00:00","2020-09-09 00:00:00","115","17"
"187","Wine La Vielle Ferme Cote Du","34.75","In hac habitasse platea dictumst. Etiam faucibus c","Turquoise","2XL","5","5694092171","9","2020-03-07 00:00:00","2021-12-06 00:00:00","32","3"
"188","Soup Campbells Split Pea And Ham","88.02","Proin leo odio, porttitor id, consequat in, conseq","Red","XL","19","1552891771","47","2020-03-11 00:00:00","2020-09-09 00:00:00","28","46"
"189","Figs","36.37","Suspendisse potenti. In eleifend quam a odio. In h","Green","XL","42","7116379312","14","2021-09-10 00:00:00","2021-03-23 00:00:00","121","38"
"190","Ham - Smoked, Bone - In","92.89","Nullam porttitor lacus at turpis. Donec posuere me","Fuscia","M","17","7928854317","12","2020-07-08 00:00:00","2020-10-14 00:00:00","58","79"
"191","Rosemary - Fresh","24.10","In hac habitasse platea dictumst. Morbi vestibulum","Teal","XL","65","8228687168","50","2020-10-28 00:00:00","2021-09-17 00:00:00","43","46"
"192","Sprouts - Brussel","14.83","In congue. Etiam justo. Etiam pretium iaculis just","Purple","M","78","2204400629","22","2020-09-18 00:00:00","2021-07-09 00:00:00","16","40"
"193","Leeks - Baby, White","16.92","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Violet","XL","8","4051837033","27","2021-07-17 00:00:00","2021-03-14 00:00:00","33","63"
"194","Lobster - Baby, Boiled","42.23","Phasellus in felis. Donec semper sapien a libero. ","Puce","XL","58","8849417349","10","2021-02-09 00:00:00","2020-03-21 00:00:00","130","2"
"195","Creme De Cacao Mcguines","68.99","Morbi non lectus. Aliquam sit amet diam in magna b","Violet","2XL","6","6822434178","28","2021-03-16 00:00:00","2020-11-13 00:00:00","153","43"
"196","Bread - Pumpernickle, Rounds","10.26","Duis bibendum. Morbi non quam nec dui luctus rutru","Green","2XL","70","3078024806","31","2021-04-18 00:00:00","2021-04-03 00:00:00","41","6"
"197","Sugar - Icing","35.83","Duis bibendum, felis sed interdum venenatis, turpi","Fuscia","L","35","7160090179","20","2021-10-25 00:00:00","2020-09-02 00:00:00","38","96"
"198","Carrots - Purple, Organic","94.42","Integer tincidunt ante vel ipsum. Praesent blandit","Puce","2XL","64","4513553669","33","2020-08-11 00:00:00","2020-07-31 00:00:00","13","52"
"199","Ham - Smoked, Bone - In","61.93","Proin interdum mauris non ligula pellentesque ultr","Puce","S","58","4459143135","22","2021-01-10 00:00:00","2021-10-02 00:00:00","153","45"
"200","Cheese Cloth No 100","22.35","Quisque porta volutpat erat. Quisque erat eros, vi","Teal","XS","29","1899386130","24","2021-10-27 00:00:00","2020-08-22 00:00:00","127","84"
"201","Wine - Prosecco Valdobiaddene","97.32","Fusce posuere felis sed lacus. Morbi sem mauris, l","Maroon","2XL","101","4171488419","11","2020-08-03 00:00:00","2021-11-20 00:00:00","131","25"
"202","Gelatine Leaves - Envelopes","17.01","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Fuscia","L","21","5759400819","22","2021-06-06 00:00:00","2020-09-07 00:00:00","120","60"
"203","Cake Circle, Foil, Scallop","26.82","Fusce posuere felis sed lacus. Morbi sem mauris, l","Green","XL","38","3271317267","17","2021-09-26 00:00:00","2020-08-07 00:00:00","12","35"
"204","Compound - Passion Fruit","48.36","Quisque porta volutpat erat. Quisque erat eros, vi","Mauv","L","81","3112903862","41","2020-04-20 00:00:00","2021-07-10 00:00:00","11","89"
"205","Pepper - Roasted Red","79.14","Integer tincidunt ante vel ipsum. Praesent blandit","Turquoise","L","45","2009625706","17","2021-12-09 00:00:00","2021-07-28 00:00:00","61","34"
"206","Cakes Assorted","75.62","Vestibulum quam sapien, varius ut, blandit non, in","Khaki","2XL","69","2151081761","14","2021-02-20 00:00:00","2020-09-28 00:00:00","5","6"
"207","Iced Tea - Lemon, 340ml","77.65","Aenean lectus. Pellentesque eget nunc. Donec quis ","Fuscia","M","102","5200842522","43","2021-03-29 00:00:00","2020-05-12 00:00:00","68","50"
"208","Icecream - Dstk Strw Chseck","71.11","Aliquam quis turpis eget elit sodales scelerisque.","Indigo","XS","5","0648274497","37","2020-04-22 00:00:00","2020-07-16 00:00:00","131","5"
"209","Chicken Breast Wing On","61.53","Phasellus in felis. Donec semper sapien a libero. ","Fuscia","3XL","33","7958322038","48","2020-07-07 00:00:00","2021-11-01 00:00:00","148","97"
"210","Cookies - Oreo, 4 Pack","100.18","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Blue","L","65","3827782880","8","2021-06-06 00:00:00","2020-11-19 00:00:00","13","58"
"211","Tea - Honey Green Tea","4.90","Cras mi pede, malesuada in, imperdiet et, commodo ","Indigo","M","66","1017114838","10","2021-08-14 00:00:00","2021-02-17 00:00:00","148","6"
"212","Mudslide","23.21","Nullam sit amet turpis elementum ligula vehicula c","Mauv","M","27","9872456038","16","2021-08-20 00:00:00","2021-01-23 00:00:00","40","60"
"213","Icecream Cone - Areo Chocolate","95.04","Praesent id massa id nisl venenatis lacinia. Aenea","Fuscia","XL","68","0914321811","9","2021-09-09 00:00:00","2020-07-10 00:00:00","61","36"
"214","Juice - V8, Tomato","16.77","Curabitur gravida nisi at nibh. In hac habitasse p","Goldenrod","3XL","75","4545041507","33","2021-01-07 00:00:00","2021-11-09 00:00:00","125","15"
"215","Crawfish","37.90","In hac habitasse platea dictumst. Morbi vestibulum","Teal","XS","20","3282883986","37","2020-03-11 00:00:00","2021-11-05 00:00:00","45","98"
"216","Appetizer - Assorted Box","90.53","Nulla ut erat id mauris vulputate elementum. Nulla","Crimson","L","29","7379864157","49","2021-03-24 00:00:00","2020-11-05 00:00:00","115","84"
"217","Soup - Campbells - Tomato","57.11","Cras mi pede, malesuada in, imperdiet et, commodo ","Fuscia","M","75","6294789044","17","2021-12-15 00:00:00","2021-04-10 00:00:00","123","72"
"218","Container - Clear 32 Oz","74.85","Cum sociis natoque penatibus et magnis dis parturi","Maroon","3XL","14","5854795965","13","2021-05-07 00:00:00","2020-07-03 00:00:00","54","8"
"219","Rye Special Old","68.08","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Pink","XS","76","9905949771","18","2020-02-08 00:00:00","2020-06-16 00:00:00","58","100"
"220","Scallop - St. Jaques","56.33","Duis consequat dui nec nisi volutpat eleifend. Don","Aquamarine","M","68","2155127359","48","2021-02-08 00:00:00","2020-05-12 00:00:00","58","52"
"221","Wine - Kwv Chenin Blanc South","74.88","Aenean fermentum. Donec ut mauris eget massa tempo","Maroon","XL","39","2117908837","9","2020-02-29 00:00:00","2020-10-14 00:00:00","26","63"
"222","Russian Prince","92.94","Nam ultrices, libero non mattis pulvinar, nulla pe","Turquoise","XS","40","0772962103","21","2021-09-05 00:00:00","2021-07-29 00:00:00","146","52"
"223","Bagels Poppyseed","38.40","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Violet","3XL","47","8529615158","20","2021-12-21 00:00:00","2020-11-23 00:00:00","42","44"
"224","Relish","33.92","Aenean lectus. Pellentesque eget nunc. Donec quis ","Fuscia","3XL","91","2067065440","13","2020-02-21 00:00:00","2021-06-21 00:00:00","45","15"
"225","Pie Shell - 9","38.61","Praesent blandit. Nam nulla. Integer pede justo, l","Khaki","S","11","4549747714","21","2021-01-27 00:00:00","2020-08-27 00:00:00","40","30"
"226","Soup - Campbells, Minestrone","74.54","Sed sagittis. Nam congue, risus semper porta volut","Goldenrod","XS","72","3988759775","48","2020-08-22 00:00:00","2021-01-07 00:00:00","5","50"
"227","Ham Black Forest","62.27","Vestibulum ac est lacinia nisi venenatis tristique","Khaki","XL","63","8872357446","14","2020-11-21 00:00:00","2020-05-02 00:00:00","119","73"
"228","Soupfoamcont12oz 112con","16.85","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Green","2XL","91","1811259154","49","2020-09-26 00:00:00","2021-02-09 00:00:00","138","68"
"229","Chicken - Whole Fryers","55.48","In hac habitasse platea dictumst. Etiam faucibus c","Orange","L","79","1890221295","45","2021-01-26 00:00:00","2020-06-21 00:00:00","155","29"
"230","Raspberries - Frozen","58.84","Suspendisse potenti. In eleifend quam a odio. In h","Violet","S","92","4636590015","43","2021-10-06 00:00:00","2021-12-25 00:00:00","29","60"
"231","Vinegar - White Wine","20.77","Suspendisse potenti. In eleifend quam a odio. In h","Blue","S","30","1556204612","13","2020-04-19 00:00:00","2021-08-08 00:00:00","50","64"
"232","Chocolate - Dark","5.62","Pellentesque at nulla. Suspendisse potenti. Cras i","Puce","XS","90","0527226580","42","2021-06-30 00:00:00","2020-04-22 00:00:00","138","43"
"233","Pepper - Paprika, Hungarian","93.44","Donec diam neque, vestibulum eget, vulputate ut, u","Aquamarine","3XL","8","4050302411","49","2021-08-03 00:00:00","2021-03-23 00:00:00","131","47"
"234","Water - Evian 355 Ml","11.72","Suspendisse potenti. In eleifend quam a odio. In h","Red","S","87","7470979581","25","2020-07-26 00:00:00","2020-04-07 00:00:00","121","43"
"235","Wine - Magnotta, Merlot Sr Vqa","81.88","Curabitur gravida nisi at nibh. In hac habitasse p","Puce","2XL","4","1996615416","43","2021-12-20 00:00:00","2021-04-30 00:00:00","158","46"
"236","Bread - Italian Corn Meal Poly","5.58","Integer tincidunt ante vel ipsum. Praesent blandit","Puce","S","11","7489112672","5","2020-11-19 00:00:00","2021-08-13 00:00:00","61","54"
"237","Sponge Cake Mix - Chocolate","11.06","Proin interdum mauris non ligula pellentesque ultr","Red","S","61","7538031553","19","2020-08-02 00:00:00","2020-08-20 00:00:00","9","13"
"238","Compound - Passion Fruit","21.69","Lorem ipsum dolor sit amet, consectetuer adipiscin","Teal","L","91","2999104030","10","2020-12-08 00:00:00","2021-09-29 00:00:00","119","32"
"239","Bread - Kimel Stick Poly","4.10","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Blue","3XL","30","3926098198","22","2020-05-12 00:00:00","2020-10-23 00:00:00","143","7"
"240","Wine - Chateau Bonnet","76.57","Nullam porttitor lacus at turpis. Donec posuere me","Blue","XL","77","5092876654","16","2020-11-09 00:00:00","2020-08-29 00:00:00","59","26"
"241","Chinese Foods - Cantonese","77.12","In hac habitasse platea dictumst. Etiam faucibus c","Puce","L","27","4795657505","7","2021-05-22 00:00:00","2021-01-11 00:00:00","119","15"
"242","Pasta - Spaghetti, Dry","99.08","Lorem ipsum dolor sit amet, consectetuer adipiscin","Orange","3XL","5","4884072634","36","2021-08-26 00:00:00","2021-01-14 00:00:00","50","74"
"243","Lamb Shoulder Boneless Nz","9.72","Pellentesque at nulla. Suspendisse potenti. Cras i","Turquoise","M","43","7616738257","18","2021-09-30 00:00:00","2021-10-11 00:00:00","27","51"
"244","Sterno - Chafing Dish Fuel","67.93","Duis bibendum, felis sed interdum venenatis, turpi","Maroon","S","84","8891963135","5","2021-09-02 00:00:00","2020-05-27 00:00:00","40","98"
"245","Longos - Penne With Pesto","34.69","Quisque porta volutpat erat. Quisque erat eros, vi","Green","3XL","24","2617739384","20","2021-08-29 00:00:00","2021-05-08 00:00:00","61","85"
"246","Curry Powder Madras","31.16","Vestibulum ac est lacinia nisi venenatis tristique","Puce","M","51","6423421617","42","2020-08-30 00:00:00","2021-08-17 00:00:00","136","28"
"247","Hersey Shakes","81.41","Curabitur gravida nisi at nibh. In hac habitasse p","Violet","L","33","4588893556","37","2020-04-04 00:00:00","2020-10-24 00:00:00","14","56"
"248","Truffle Cups - White Paper","58.53","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Maroon","2XL","44","9667563936","43","2020-02-10 00:00:00","2021-05-21 00:00:00","150","62"
